t,paa0,pfe0,paa1,pfe1,daa0,dfe0,daa1,dfe1
1825.67,-0,0,-0,0.138324,0.230097,0.179994,-0.0475534,0.0899972
1825.75,-0,0,-0,0.138324,0.230097,0.179994,-0.0398835,0.0804476
1825.83,-0,0,-0,0.138324,0.230097,0.179994,-0.0398835,0.0798689
1825.91,-0,0,-0,0.138324,0.230097,0.179994,-0.0398835,0.0798689
1825.99,-0,0,-0,0.138324,0.230097,0.179994,-0.0398835,0.0804476
1826.07,-0,0,-0,0.138324,0.230097,0.179994,-0.0398835,0.0798689
1826.15,-0,0,-0,0.138324,0.230097,0.179994,-0.0398835,0.0798689
1826.23,-0,0,-0,0.138324,0.230097,0.189544,-0.0398835,0.0798689
1826.31,-0,0,-0,0.138324,0.230097,0.188386,-0.0398835,0.0798689
1826.39,-0,0,-0,0.138324,0.230097,0.190123,-0.0398835,0.0798689
1826.47,-0,0,-0,0.138324,0.230097,0.179994,-0.0414175,0.0897078
1826.55,-0,0,-0,0.138324,0.230097,0.188097,-0.0475534,0.107939
