t,paa0,pfe0,paa1,pfe1,daa0,dfe0,daa1,dfe1,cft0,cft1,pee0,pee1
21.2609,-0,0,-0,0,0.111981,0,0.0107379,0,0.0387943,0.020347,102.723,102.723
21.3409,-0,0,-0,0,0.111981,0,0.0107379,0,0.0385357,0.0255147,102.723,102.723
21.421,-0,0,-0,0,0.110447,0,0.0107379,0,0.0351852,0.0204206,102.723,102.723
21.5009,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0404228,0.0202731,102.723,102.672
21.5809,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0373363,0.0283725,102.723,102.672
21.6609,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0400749,0.0219545,102.723,102.672
21.7409,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0428486,0.0248998,102.723,102.672
21.8209,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0393065,0.0286531,102.723,102.672
21.9009,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0424971,0.0209045,102.723,102.672
21.9809,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0402119,0.0344964,102.723,102.672
22.0609,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0440908,0.0344964,102.723,102.672
22.1409,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0454863,0.0261916,102.723,102.672
22.2209,-0,0,-0,0.00057876,0.111981,0,0.0107379,0,0.0468402,0.039128,102.723,102.672
22.3009,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0531507,0.0333766,102.723,102.672
22.3809,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0506458,0.0374967,102.723,102.672
22.4609,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0481975,0.036,102.723,102.672
22.5408,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0502494,0.0311127,102.723,102.672
22.6209,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0452659,0.0387427,102.723,102.672
22.7009,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0465403,0.0319531,102.723,102.672
22.7809,-0,0,-0,0.00057876,0.118117,0,0.0107379,0,0.0489694,0.0317017,102.723,102.672
22.861,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0411461,0.0320468,102.723,102.672
22.941,-0,0,-0,0.00057876,0.118117,0,0.0107379,0,0.0478435,0.0276767,102.723,102.672
23.0209,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0441135,0.0310161,102.723,102.672
23.101,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0416773,0.0286705,102.723,102.672
23.181,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0458912,0.0264197,102.723,102.672
23.261,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0380526,0.0275862,102.723,102.672
23.3409,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0458039,0.0234307,102.723,102.672
23.4209,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0384318,0.0251595,102.723,102.672
23.5009,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0392938,0.0218403,102.723,102.672
23.5809,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0409878,0.018,102.723,102.672
23.6608,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0364829,0.0276767,102.723,102.672
23.7408,-0,0,-0,0.00057876,0.118117,0,0.0107379,0,0.0368103,0.0170294,102.723,102.672
23.821,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0360139,0.0203224,102.723,102.672
23.901,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0323265,0.0226936,102.723,102.672
23.9809,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0321714,0.0147648,102.723,102.672
24.0609,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0337194,0.0205183,102.723,102.672
24.1409,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0320624,0.0134907,102.723,102.672
24.2209,-0,0,-0,0.00057876,0.111981,0,0.0107379,0,0.033,0.0151658,102.723,102.672
24.3008,-0,0,-0,0.00057876,0.118117,0,0.0107379,0,0.0302324,0.018412,102.723,102.672
24.3808,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0293428,0.0116619,102.723,102.672
24.4608,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.028931,0.0172046,102.723,102.672
24.5408,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0276043,0.0164317,102.723,102.672
24.6208,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.030348,0.0122474,102.723,102.672
24.7008,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0265707,0.0151327,102.723,102.672
24.7808,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0288617,0.0123288,102.723,102.672
24.8608,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0304302,0.0139284,102.723,102.672
24.9408,-0,0,-0,0.00057876,0.111981,0,0.0107379,0,0.0267021,0.0160312,102.723,102.672
25.0209,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0306105,0.0115326,102.723,102.672
25.1008,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0288097,0.0180278,102.723,102.672
25.1808,-0,0,-0,0.00057876,0.118117,0,0.0107379,0,0.0260768,0.0133791,102.723,102.672
25.2608,-0,0,-0,0.00057876,0.110447,0,0.0107379,0,0.0274591,0.0104881,102.723,102.672
