t,paa0,pfe0,paa1,pfe1,daa0,dfe0,daa1,dfe1,cft0,cft1,pee0,pee1
54.2901,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.671651,0.160184,0.0648845,92.5484,66.4765
54.3701,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.679754,0.159091,0.0665582,92.5484,66.4765
54.4501,0.0552233,0.115752,-0.00460194,0.412367,0.632,0.390084,-0.0720971,0.680043,0.160789,0.06634,92.5484,66.4765
54.5301,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.680043,0.159841,0.06634,92.5484,66.4765
54.6101,0.0552233,0.115752,-0.00460194,0.412367,0.632,0.390084,-0.0705631,0.680043,0.160481,0.0682495,92.5484,66.4765
54.69,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.670204,0.159916,0.0683081,92.5484,66.4765
54.77,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.678017,0.15884,0.067779,92.5484,66.4765
54.8501,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.670204,0.16044,0.0667907,92.5484,66.4765
54.9301,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.160667,0.0692315,92.5484,66.4765
55.0101,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.159875,0.0674463,92.5484,66.4765
55.0901,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.159659,0.0683081,92.5484,66.4765
55.1701,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.159618,0.0689348,92.5484,66.4765
55.25,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0690291,0.669915,0.159659,0.0687095,92.5484,66.4765
55.33,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.160742,0.0690072,92.5484,66.4765
55.41,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.159618,0.0680073,92.5484,66.4765
55.4901,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.160406,0.0683813,92.5484,66.4765
55.57,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.678017,0.159618,0.0696419,92.5484,66.4765
55.65,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.679754,0.158764,0.0698642,92.5484,66.4765
55.73,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0736311,0.670204,0.158799,0.0699357,92.5484,66.4765
55.81,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.669915,0.159339,0.068884,92.5484,66.4765
55.89,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.67194,0.159374,0.0699357,92.5484,66.4765
55.97,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.679754,0.159584,0.069728,92.5484,66.4765
56.05,0.0552233,0.115752,-0.00460194,0.412367,0.630466,0.390084,-0.0705631,0.680043,0.159374,0.0698212,92.5484,66.4765
